container_id,shipment_id,fruit_type,origin,destination,temperature,humidity,vibration,battery_level,door_status,container_status,latitude,longitude,timestamp
C054,S00688,Mango,Bangalore,Hyderabad,6.55,79.51,4.82,81,Closed,In Transit,13.001967,77.606779,2026-07-08 18:23:55
C064,S00505,Apple,Pune,Kolkata,6.21,87.88,3.59,75,Closed,In Transit,18.55544,73.866328,2026-07-06 14:49:55
C036,S00790,Strawberry,Delhi,Kolkata,5.33,89.72,0.63,71,Closed,In Transit,28.573443,77.201877,2026-07-10 21:21:55
C064,S00473,Banana,Pune,Chennai,5.53,87.5,3.47,70,Closed,In Transit,18.509981,73.852983,2026-07-07 00:51:55
C009,S00666,Mango,Ahmedabad,Bangalore,7.73,73.64,4.17,84,Closed,Loading,23.02926,72.553759,2026-07-09 23:48:55
C100,S00605,Apple,Mumbai,Bangalore,5.63,91.38,0.42,71,Closed,In Transit,19.118473,72.918475,2026-07-08 02:57:55
C052,S00643,Mango,Mumbai,Delhi,3.13,75.57,2.86,75,Closed,Unloading,19.034285,72.911499,2026-07-06 17:50:55
C066,S00495,Kiwi,Pune,Bangalore,4.09,70.12,4.32,72,Closed,In Transit,18.502689,73.881796,2026-07-05 16:14:55
C075,S00742,Pomegranate,Chennai,Pune,5.97,92.08,1.61,98,Closed,In Transit,13.096101,80.302565,2026-07-08 02:46:55
C009,S00263,Apple,Delhi,Ahmedabad,4.42,86.05,2.31,80,Closed,In Transit,28.651498,77.216041,2026-07-06 01:18:55
C044,S00895,Mango,Kolkata,Delhi,2.58,85.39,2.01,82,Closed,In Transit,22.592875,88.333204,2026-07-10 12:16:55
C009,S00863,Apple,Delhi,Ahmedabad,6.18,82.95,1.37,88,Closed,In Transit,28.58354,77.186944,2026-07-09 04:36:55
C067,S00061,Strawberry,Delhi,Hyderabad,3.23,93.05,3.85,74,Closed,In Transit,28.57337,77.205494,2026-07-09 01:47:55
C045,S00030,Mango,Mumbai,Delhi,2.69,79.6,1.04,94,Closed,In Transit,19.108417,72.840912,2026-07-06 15:55:55
C094,S00092,Kiwi,Delhi,Chennai,3.81,82.73,2.83,73,Closed,Loading,28.597312,77.193018,2026-07-10 05:58:55
C058,S00149,Strawberry,Hyderabad,Kolkata,5.09,70.75,3.87,100,Closed,In Transit,17.368458,78.492751,2026-07-10 17:50:55
C078,S00966,Apple,Ahmedabad,Bangalore,7.09,86.38,2.68,99,Closed,In Transit,22.998879,72.584058,2026-07-08 01:25:55
C014,S00939,Kiwi,Delhi,Pune,6.5,86.55,1.3,83,Closed,Delivered,28.565446,77.17981,2026-07-04 13:07:55
C064,S00561,Kiwi,Mumbai,Hyderabad,4.43,83.61,3.07,100,Closed,In Transit,19.033768,72.896992,2026-07-08 21:23:55
C091,S00928,Grapes,Bangalore,Chennai,2.48,71.84,2.79,76,Closed,In Transit,12.996626,77.637697,2026-07-09 13:49:55
C070,S00452,Pomegranate,Chennai,Kolkata,2.17,90.14,2.03,78,Open,In Transit,13.047121,80.221558,2026-07-08 22:17:55
C012,S00560,Strawberry,Delhi,Pune,6.29,86.55,0.93,93,Closed,In Transit,28.569116,77.219197,2026-07-10 23:34:55
C033,S00626,Banana,Ahmedabad,Chennai,4.19,93.84,1.47,83,Closed,Delivered,23.03993,72.58593,2026-07-05 18:20:55
C006,S00549,Pineapple,Mumbai,Bangalore,4.29,89.69,1.82,70,Closed,Loading,19.1055,72.869341,2026-07-08 16:08:55
C012,S00557,Grapes,Chennai,Delhi,3.85,77.23,4.88,78,Closed,Delivered,13.091909,80.299626,2026-07-05 20:16:55
C066,S00681,Orange,Delhi,Mumbai,4.97,70.01,2.03,93,Closed,Delivered,28.600156,77.215905,2026-07-06 09:43:55
C090,S00382,Kiwi,Pune,Bangalore,5.94,83.02,2.88,93,Closed,In Transit,18.513878,73.887719,2026-07-08 09:58:55
C013,S00694,Pomegranate,Chennai,Mumbai,3.1,83.64,4.49,99,Closed,In Transit,13.090113,80.310407,2026-07-05 18:46:55
C022,S00122,Kiwi,Chennai,Kolkata,3.8,75.38,3.62,72,Closed,Unloading,13.093248,80.236301,2026-07-04 14:50:55
C043,S00448,Kiwi,Mumbai,Chennai,4.65,73.95,0.36,75,Open,In Transit,19.054198,72.904261,2026-07-05 09:18:55
C031,S00089,Strawberry,Pune,Kolkata,4.79,83.23,1.02,70,Closed,Unloading,18.503163,73.835603,2026-07-08 03:47:55
C036,S00582,Kiwi,Bangalore,Hyderabad,2.35,89.55,2.79,70,Closed,In Transit,12.928733,77.60416,2026-07-06 23:15:55
C090,S00235,Kiwi,Delhi,Ahmedabad,6.01,90.61,1.85,72,Closed,Delivered,28.643444,77.241889,2026-07-10 17:59:55
C044,S00748,Kiwi,Pune,Mumbai,5.35,84.81,1.41,86,Closed,In Transit,18.510964,73.831323,2026-07-05 07:30:55
C010,S00988,Pineapple,Chennai,Ahmedabad,7.86,87.41,4.18,79,Closed,In Transit,13.072144,80.292901,2026-07-07 06:51:55
C033,S00461,Pomegranate,Pune,Ahmedabad,2.83,76.8,0.47,99,Closed,In Transit,18.525786,73.899629,2026-07-07 07:05:55
C020,S00943,Pineapple,Hyderabad,Mumbai,5.06,88.46,1.23,71,Closed,In Transit,17.363205,78.520345,2026-07-11 09:14:55
C079,S00721,Strawberry,Chennai,Kolkata,5.27,79.0,3.3,100,Closed,Unloading,13.103006,80.269532,2026-07-09 11:51:55
C025,S00341,Grapes,Hyderabad,Bangalore,5.45,77.14,3.12,98,Closed,In Transit,17.389059,78.534212,2026-07-06 07:42:55
C026,S00348,Strawberry,Ahmedabad,Mumbai,4.22,80.82,1.46,74,Closed,In Transit,23.003219,72.576135,2026-07-04 15:01:55
C095,S00747,Strawberry,Mumbai,Kolkata,4.15,86.97,2.92,98,Closed,In Transit,19.033316,72.842718,2026-07-08 16:01:55
C025,S00808,Kiwi,Chennai,Delhi,4.42,81.46,1.83,79,Closed,Unloading,13.095284,80.258695,2026-07-06 23:24:55
C082,S00323,Pomegranate,Ahmedabad,Mumbai,4.81,70.42,3.84,70,Closed,In Transit,23.00098,72.593389,2026-07-04 11:47:55
C031,S00578,Papaya,Bangalore,Kolkata,4.15,86.44,4.9,88,Closed,Delivered,12.996375,77.632888,2026-07-09 07:58:55
C036,S00267,Kiwi,Bangalore,Mumbai,6.63,89.12,2.52,82,Closed,In Transit,12.988471,77.601874,2026-07-08 06:28:55
C028,S00760,Apple,Pune,Mumbai,3.28,83.11,1.29,70,Closed,In Transit,18.484273,73.900299,2026-07-11 06:10:55
C053,S00566,Mango,Kolkata,Hyderabad,6.21,82.64,3.32,84,Closed,In Transit,22.54233,88.324907,2026-07-07 09:03:55
C092,S00270,Strawberry,Bangalore,Delhi,5.95,72.14,3.79,98,Open,In Transit,12.95942,77.555024,2026-07-07 14:51:55
C023,S00672,Mango,Delhi,Mumbai,5.48,90.56,4.17,93,Open,In Transit,28.622115,77.196262,2026-07-09 07:44:55
C051,S00987,Banana,Delhi,Hyderabad,5.05,74.64,1.52,85,Closed,Unloading,28.573119,77.233492,2026-07-05 02:26:55
C013,S00497,Pineapple,Ahmedabad,Delhi,3.08,92.97,0.33,91,Closed,In Transit,23.067256,72.541815,2026-07-06 08:46:55
C040,S00843,Banana,Ahmedabad,Delhi,4.97,76.52,3.24,89,Closed,In Transit,22.998777,72.597217,2026-07-04 19:56:55
C096,S00881,Pineapple,Pune,Mumbai,4.52,86.11,1.3,81,Closed,In Transit,18.472623,73.85604,2026-07-09 20:40:55
C069,S00624,Banana,Bangalore,Pune,3.01,76.86,3.5,93,Closed,Delivered,12.942315,77.573104,2026-07-04 18:59:55
C062,S00550,Mango,Mumbai,Pune,6.19,94.18,3.53,71,Closed,Unloading,19.043578,72.909511,2026-07-07 10:29:55
C032,S00141,Strawberry,Ahmedabad,Hyderabad,6.99,91.65,2.13,88,Closed,In Transit,23.041564,72.562802,2026-07-11 09:59:55
C060,S00271,Banana,Bangalore,Pune,7.72,79.36,1.83,76,Closed,Unloading,12.974803,77.604043,2026-07-08 02:58:55
C096,S00653,Banana,Bangalore,Hyderabad,2.92,75.58,3.41,81,Open,In Transit,12.947066,77.564504,2026-07-08 00:35:55
C030,S00633,Grapes,Mumbai,Hyderabad,3.04,92.4,1.38,87,Closed,Delivered,19.064547,72.889051,2026-07-09 12:50:55
C030,S00342,Orange,Bangalore,Hyderabad,2.68,78.4,2.45,83,Closed,Delivered,12.947883,77.561699,2026-07-05 12:40:55
C003,S00619,Pomegranate,Chennai,Delhi,6.04,90.7,1.13,94,Closed,In Transit,13.122701,80.251932,2026-07-09 13:44:55
C075,S00599,Orange,Hyderabad,Bangalore,4.92,86.44,0.67,73,Closed,In Transit,17.394767,78.520351,2026-07-07 10:07:55
C088,S00360,Grapes,Bangalore,Kolkata,3.19,84.22,4.67,96,Closed,In Transit,12.980622,77.595128,2026-07-04 12:52:55
C019,S00016,Grapes,Bangalore,Kolkata,5.37,83.42,1.3,87,Closed,Unloading,12.931408,77.560902,2026-07-07 22:30:55
C007,S00625,Pomegranate,Mumbai,Kolkata,5.89,76.07,0.63,85,Open,Loading,19.114564,72.851018,2026-07-10 11:21:55
C080,S00161,Banana,Kolkata,Delhi,2.01,89.3,3.88,82,Closed,Loading,22.586071,88.410802,2026-07-06 16:28:55
C093,S00107,Banana,Hyderabad,Mumbai,7.71,79.24,4.92,70,Closed,In Transit,17.4119,78.521969,2026-07-09 16:07:55
C036,S00518,Mango,Delhi,Bangalore,6.6,81.9,1.45,75,Closed,Loading,28.632928,77.243891,2026-07-11 01:00:55
C058,S00171,Pineapple,Ahmedabad,Delhi,6.32,70.12,4.1,98,Closed,In Transit,23.0427,72.552743,2026-07-06 02:03:55
C016,S00198,Banana,Bangalore,Ahmedabad,5.8,85.38,0.24,74,Closed,In Transit,12.944837,77.611266,2026-07-09 17:25:55
C086,S00397,Pineapple,Mumbai,Delhi,2.42,71.55,4.59,88,Closed,Unloading,19.086905,72.840136,2026-07-07 03:38:55
C039,S00168,Apple,Delhi,Kolkata,2.03,72.9,0.78,82,Closed,In Transit,28.597001,77.22769,2026-07-10 12:56:55
C059,S00684,Papaya,Chennai,Ahmedabad,3.73,71.72,2.18,71,Open,Loading,13.072333,80.303559,2026-07-08 18:09:55
C094,S00048,Strawberry,Kolkata,Bangalore,2.13,76.95,2.27,81,Closed,Delivered,22.544814,88.339729,2026-07-08 05:19:55
C042,S00429,Strawberry,Hyderabad,Bangalore,7.29,72.73,3.58,86,Closed,In Transit,17.43428,78.520701,2026-07-08 09:18:55
C050,S00295,Grapes,Bangalore,Delhi,4.8,87.38,2.92,90,Closed,In Transit,12.987315,77.569592,2026-07-04 15:33:55
C043,S00314,Apple,Pune,Chennai,3.04,85.53,0.18,77,Closed,In Transit,18.506419,73.824467,2026-07-07 15:32:55
C062,S00811,Pineapple,Kolkata,Mumbai,6.83,81.56,0.47,89,Closed,Delivered,22.591217,88.375821,2026-07-05 03:10:55
C067,S00764,Orange,Hyderabad,Ahmedabad,4.01,75.97,2.25,83,Closed,Loading,17.386778,78.536639,2026-07-04 15:13:55
C018,S00533,Strawberry,Chennai,Ahmedabad,7.8,78.42,2.12,93,Closed,In Transit,13.094377,80.272041,2026-07-10 15:26:55
C033,S00268,Pineapple,Kolkata,Ahmedabad,7.98,90.57,2.1,77,Closed,Delivered,22.542049,88.353393,2026-07-05 00:18:55
C055,S00255,Apple,Pune,Kolkata,6.47,91.09,3.68,73,Closed,In Transit,18.505353,73.808229,2026-07-08 10:35:55
C097,S00829,Kiwi,Chennai,Hyderabad,7.71,81.3,0.67,81,Closed,In Transit,13.117087,80.29329,2026-07-09 21:46:55
C033,S00059,Pomegranate,Chennai,Hyderabad,5.77,77.5,0.12,94,Closed,Loading,13.117405,80.320336,2026-07-07 15:52:55
C099,S00211,Strawberry,Pune,Kolkata,3.01,86.25,4.07,79,Closed,Loading,18.55975,73.827641,2026-07-09 23:16:55
C075,S00948,Kiwi,Mumbai,Chennai,6.11,79.05,0.47,96,Closed,In Transit,19.060867,72.848283,2026-07-10 22:18:55
C029,S00734,Pineapple,Ahmedabad,Pune,7.61,82.27,0.48,96,Closed,Unloading,22.978187,72.567717,2026-07-07 23:55:55
C085,S00571,Orange,Mumbai,Kolkata,4.39,82.72,2.7,76,Open,In Transit,19.079688,72.876314,2026-07-07 03:32:55
C044,S00258,Orange,Mumbai,Pune,3.64,77.71,0.84,95,Closed,In Transit,19.073689,72.87559,2026-07-05 15:14:55
C014,S00433,Pineapple,Chennai,Kolkata,7.08,83.66,4.05,97,Closed,In Transit,13.125231,80.279028,2026-07-05 15:11:55
C054,S00499,Orange,Chennai,Pune,6.42,94.65,0.28,80,Closed,In Transit,13.091476,80.26936,2026-07-10 19:30:55
C097,S00339,Mango,Delhi,Pune,3.91,88.93,0.3,93,Closed,Delivered,28.645153,77.162307,2026-07-09 12:59:55
C085,S00513,Kiwi,Pune,Bangalore,2.68,85.53,3.24,84,Closed,Delivered,18.511436,73.87672,2026-07-10 18:50:55
C038,S00270,Papaya,Chennai,Bangalore,3.0,86.74,1.27,97,Closed,In Transit,13.037114,80.242687,2026-07-07 05:02:55
C065,S00592,Apple,Delhi,Chennai,6.15,78.37,4.2,88,Closed,In Transit,28.609947,77.239137,2026-07-05 13:21:55
C014,S00530,Apple,Chennai,Kolkata,6.53,81.61,2.62,79,Closed,In Transit,13.087053,80.27879,2026-07-08 14:54:55
C051,S00508,Banana,Ahmedabad,Kolkata,2.73,80.84,2.74,80,Closed,In Transit,23.066179,72.575758,2026-07-11 11:28:55
C048,S00875,Grapes,Chennai,Pune,7.69,92.97,4.84,84,Closed,In Transit,13.037798,80.245239,2026-07-04 13:02:55
C083,S00034,Pomegranate,Pune,Mumbai,2.18,79.8,0.19,89,Closed,In Transit,18.546802,73.820325,2026-07-09 12:40:55
C064,S00990,Grapes,Ahmedabad,Mumbai,3.93,89.07,1.33,94,Closed,Unloading,23.013435,72.531987,2026-07-08 22:15:55
C082,S00628,Papaya,Mumbai,Delhi,4.5,87.16,2.39,84,Closed,Delivered,19.089311,72.907118,2026-07-09 21:41:55
C048,S00748,Orange,Hyderabad,Delhi,4.87,78.55,3.53,90,Open,In Transit,17.352175,78.458581,2026-07-10 10:34:55
C081,S00228,Strawberry,Mumbai,Pune,5.28,75.95,1.29,81,Closed,Delivered,19.061451,72.87019,2026-07-05 21:51:55
C008,S00787,Strawberry,Kolkata,Chennai,7.9,81.14,1.16,76,Closed,In Transit,22.535788,88.341645,2026-07-11 05:25:55
C060,S00381,Apple,Hyderabad,Ahmedabad,3.44,74.21,0.0,79,Closed,In Transit,17.365164,78.456798,2026-07-08 10:15:55
C042,S00198,Mango,Ahmedabad,Chennai,7.88,73.51,2.67,76,Closed,In Transit,23.02117,72.5457,2026-07-05 19:44:55
C073,S00505,Strawberry,Mumbai,Hyderabad,2.3,72.96,2.67,82,Closed,Unloading,19.062528,72.898103,2026-07-08 14:12:55
C056,S00560,Papaya,Kolkata,Delhi,6.9,70.71,2.26,93,Closed,In Transit,22.540705,88.331918,2026-07-09 03:46:55
C023,S00284,Pomegranate,Mumbai,Kolkata,7.32,79.26,3.55,92,Closed,Delivered,19.104214,72.854274,2026-07-09 11:38:55
C055,S00848,Papaya,Delhi,Pune,5.78,84.57,2.65,71,Closed,In Transit,28.611227,77.170055,2026-07-10 17:50:55
C086,S00403,Orange,Pune,Delhi,7.92,76.43,4.29,93,Closed,In Transit,18.484009,73.817254,2026-07-08 05:31:55
C025,S00568,Grapes,Delhi,Pune,5.16,89.88,1.06,75,Closed,In Transit,28.581866,77.19902,2026-07-09 22:38:55
C059,S00808,Apple,Mumbai,Delhi,2.71,76.24,3.88,72,Closed,In Transit,19.040661,72.862091,2026-07-07 09:54:55
C088,S00700,Orange,Kolkata,Hyderabad,4.68,89.24,0.88,96,Closed,Loading,22.528809,88.319602,2026-07-08 22:47:55
C015,S00151,Papaya,Delhi,Mumbai,2.35,81.89,4.35,86,Closed,Delivered,28.573979,77.178658,2026-07-07 17:17:55
C009,S00178,Papaya,Mumbai,Ahmedabad,7.61,85.86,0.42,72,Closed,In Transit,19.074132,72.909755,2026-07-07 07:42:55
C014,S00338,Apple,Kolkata,Hyderabad,2.01,79.14,4.55,77,Open,In Transit,22.558771,88.314247,2026-07-07 12:13:55
C081,S00352,Orange,Delhi,Ahmedabad,6.03,86.05,2.95,94,Closed,In Transit,28.654168,77.221306,2026-07-07 02:53:55
C051,S00476,Banana,Pune,Mumbai,3.72,75.18,3.78,70,Closed,Delivered,18.538443,73.872252,2026-07-06 00:47:55
C059,S00333,Pineapple,Delhi,Kolkata,4.44,90.17,4.8,88,Closed,In Transit,28.586866,77.240551,2026-07-06 20:21:55
C027,S00319,Papaya,Delhi,Bangalore,7.5,85.1,1.41,70,Closed,In Transit,28.580477,77.166279,2026-07-04 19:32:55
C041,S00531,Orange,Chennai,Ahmedabad,3.05,86.38,1.01,86,Closed,In Transit,13.083289,80.233243,2026-07-07 06:11:55
C043,S00945,Grapes,Pune,Mumbai,3.63,77.01,1.99,94,Closed,In Transit,18.483062,73.826318,2026-07-07 04:52:55
C024,S00641,Apple,Chennai,Pune,2.82,85.68,4.33,89,Closed,Delivered,13.099257,80.318265,2026-07-04 13:10:55
C046,S00092,Strawberry,Chennai,Mumbai,7.05,91.28,2.97,80,Closed,In Transit,13.044552,80.320126,2026-07-10 14:17:55
C021,S00464,Orange,Chennai,Pune,4.52,80.05,1.04,73,Closed,Loading,13.066295,80.235642,2026-07-05 11:17:55
C094,S00195,Mango,Hyderabad,Pune,4.15,75.05,4.21,81,Closed,Unloading,17.370848,78.528838,2026-07-08 10:41:55
C069,S00357,Kiwi,Chennai,Bangalore,2.47,87.61,2.35,98,Closed,In Transit,13.096085,80.269369,2026-07-11 07:41:55
C055,S00575,Apple,Bangalore,Pune,7.44,71.3,2.91,98,Closed,In Transit,12.970967,77.584134,2026-07-08 04:04:55
C098,S00947,Papaya,Hyderabad,Pune,7.23,93.87,1.55,73,Closed,Unloading,17.360838,78.505454,2026-07-07 22:56:55
C011,S00867,Apple,Bangalore,Mumbai,6.3,79.53,2.95,94,Closed,In Transit,12.940114,77.617719,2026-07-09 19:15:55
C011,S00497,Strawberry,Mumbai,Hyderabad,6.01,91.5,4.01,100,Closed,Unloading,19.062237,72.845028,2026-07-05 05:16:55
C048,S00785,Orange,Delhi,Bangalore,3.0,89.91,4.53,80,Closed,In Transit,28.651392,77.233605,2026-07-11 06:41:55
C058,S00437,Pineapple,Hyderabad,Ahmedabad,5.03,93.8,0.68,98,Closed,In Transit,17.412752,78.469318,2026-07-09 02:54:55
C024,S00030,Grapes,Chennai,Bangalore,3.52,80.68,1.0,91,Closed,In Transit,13.100086,80.233181,2026-07-10 16:33:55
C066,S00155,Banana,Delhi,Bangalore,2.24,94.64,1.17,72,Closed,In Transit,28.573384,77.255638,2026-07-08 14:35:55
C031,S00731,Grapes,Pune,Chennai,5.4,94.85,2.59,82,Open,In Transit,18.53909,73.825837,2026-07-09 23:28:55
C005,S00241,Pineapple,Mumbai,Hyderabad,6.27,87.2,3.11,88,Closed,In Transit,19.045,72.83501,2026-07-06 02:05:55
C044,S00910,Kiwi,Hyderabad,Chennai,3.34,79.52,4.58,85,Closed,In Transit,17.416135,78.509067,2026-07-09 08:16:55
C075,S00614,Banana,Pune,Delhi,2.86,87.74,2.76,100,Closed,Unloading,18.55866,73.817449,2026-07-04 17:54:55
C055,S00844,Papaya,Pune,Chennai,7.86,76.46,2.78,97,Closed,In Transit,18.557192,73.808923,2026-07-08 14:55:55
C072,S00761,Pineapple,Bangalore,Hyderabad,2.79,85.06,0.72,93,Closed,In Transit,12.942595,77.595216,2026-07-05 02:29:55
C024,S00928,Orange,Kolkata,Pune,5.78,78.41,2.51,95,Closed,Unloading,22.547618,88.355974,2026-07-05 23:36:55
C079,S00314,Strawberry,Chennai,Delhi,5.64,82.87,4.06,87,Closed,In Transit,13.044384,80.31377,2026-07-07 08:31:55
C035,S00076,Pineapple,Ahmedabad,Hyderabad,4.92,83.34,0.19,85,Closed,In Transit,22.991143,72.595866,2026-07-08 18:08:55
C001,S00215,Pomegranate,Hyderabad,Ahmedabad,5.01,78.69,4.56,92,Closed,Delivered,17.408584,78.528554,2026-07-05 05:54:55
C071,S00555,Pomegranate,Hyderabad,Bangalore,4.09,76.47,1.59,76,Closed,In Transit,17.408008,78.509369,2026-07-09 09:51:55
C017,S00228,Mango,Pune,Hyderabad,5.38,85.17,4.51,70,Closed,Unloading,18.525659,73.818018,2026-07-08 08:56:55
C030,S00622,Orange,Delhi,Mumbai,6.86,92.58,4.4,72,Closed,Delivered,28.631868,77.199075,2026-07-10 12:00:55
C013,S00927,Mango,Mumbai,Hyderabad,5.09,90.65,2.27,74,Closed,In Transit,19.061071,72.902155,2026-07-06 23:43:55
C043,S00988,Mango,Ahmedabad,Hyderabad,3.56,80.06,3.49,75,Closed,In Transit,23.058618,72.600823,2026-07-05 03:00:55
C019,S00076,Pomegranate,Kolkata,Delhi,4.38,84.82,2.37,90,Closed,In Transit,22.549965,88.409477,2026-07-06 01:00:55
C049,S00235,Banana,Delhi,Kolkata,6.21,90.44,0.53,77,Closed,In Transit,28.637763,77.254793,2026-07-08 23:46:55
C029,S00520,Pineapple,Chennai,Hyderabad,7.28,70.29,0.38,98,Closed,In Transit,13.129082,80.245279,2026-07-09 18:59:55
C064,S00594,Orange,Mumbai,Chennai,5.89,84.99,4.27,89,Closed,Delivered,19.038609,72.92752,2026-07-04 13:54:55
C082,S00592,Orange,Delhi,Bangalore,3.93,77.68,4.35,93,Closed,Delivered,28.594526,77.193341,2026-07-09 00:51:55
C091,S00391,Strawberry,Chennai,Delhi,6.13,77.65,1.0,82,Closed,In Transit,13.124868,80.296421,2026-07-11 02:24:55
C071,S00411,Kiwi,Kolkata,Pune,5.32,85.57,0.12,93,Closed,In Transit,22.574512,88.347271,2026-07-07 23:47:55
C053,S00653,Papaya,Chennai,Mumbai,2.98,75.21,4.68,91,Closed,In Transit,13.056461,80.275411,2026-07-06 17:48:55
C026,S00481,Grapes,Delhi,Mumbai,7.99,79.24,4.5,77,Closed,Loading,28.615795,77.17864,2026-07-10 04:53:55
C004,S00674,Mango,Hyderabad,Mumbai,2.17,83.52,1.77,85,Closed,In Transit,17.348489,78.505954,2026-07-08 21:33:55
C023,S00645,Apple,Hyderabad,Kolkata,7.77,78.38,4.24,76,Closed,Delivered,17.392591,78.481481,2026-07-08 18:51:55
C018,S00836,Mango,Bangalore,Chennai,4.65,87.18,0.64,99,Closed,In Transit,12.926244,77.556516,2026-07-08 18:42:55
C077,S00732,Pomegranate,Chennai,Pune,4.64,76.65,2.41,79,Closed,In Transit,13.043208,80.308057,2026-07-08 09:24:55
C011,S00224,Grapes,Kolkata,Chennai,3.16,88.48,3.22,100,Closed,In Transit,22.605995,88.350216,2026-07-04 14:46:55
C081,S00583,Apple,Delhi,Ahmedabad,6.86,71.6,4.76,90,Closed,In Transit,28.661926,77.195121,2026-07-06 10:49:55
C085,S00234,Pomegranate,Pune,Mumbai,4.83,86.28,3.5,73,Closed,In Transit,18.534101,73.818477,2026-07-11 11:15:55
C093,S00787,Papaya,Pune,Ahmedabad,3.12,71.0,3.79,82,Closed,In Transit,18.562455,73.85896,2026-07-08 19:39:55
C027,S00192,Papaya,Chennai,Hyderabad,4.44,71.49,3.07,73,Open,Loading,13.06999,80.26747,2026-07-08 02:03:55
C020,S00584,Kiwi,Ahmedabad,Hyderabad,5.24,79.27,2.93,88,Closed,In Transit,22.988751,72.582598,2026-07-04 16:36:55
C002,S00977,Pineapple,Kolkata,Pune,4.59,79.55,4.32,97,Closed,In Transit,22.589105,88.324843,2026-07-06 02:14:55
C043,S00839,Kiwi,Bangalore,Chennai,5.65,75.69,2.74,75,Closed,Unloading,13.002774,77.618562,2026-07-04 18:22:55
C013,S00750,Pomegranate,Mumbai,Bangalore,4.93,92.57,2.97,100,Closed,In Transit,19.109773,72.904079,2026-07-10 23:11:55
C063,S00695,Grapes,Pune,Mumbai,5.6,91.88,1.8,71,Closed,In Transit,18.545291,73.875993,2026-07-09 01:20:55
C001,S00487,Pineapple,Pune,Ahmedabad,4.86,85.01,1.03,84,Closed,In Transit,18.497777,73.851062,2026-07-06 22:00:55
C081,S00350,Strawberry,Delhi,Mumbai,7.28,89.77,1.03,72,Closed,In Transit,28.582646,77.219685,2026-07-08 01:58:55
C078,S00100,Strawberry,Kolkata,Ahmedabad,5.67,76.73,4.15,83,Closed,In Transit,22.583453,88.411254,2026-07-07 18:15:55
C061,S00575,Grapes,Bangalore,Chennai,6.71,89.75,0.7,99,Closed,In Transit,12.945839,77.561038,2026-07-06 20:18:55
C064,S00366,Orange,Hyderabad,Ahmedabad,4.49,78.86,4.42,82,Closed,In Transit,17.404442,78.50633,2026-07-11 00:25:55
C013,S00588,Kiwi,Bangalore,Mumbai,5.45,73.45,4.8,86,Closed,In Transit,13.007867,77.567284,2026-07-07 03:11:55
C017,S00579,Strawberry,Delhi,Ahmedabad,2.87,88.2,0.18,73,Closed,Unloading,28.564796,77.161122,2026-07-11 11:10:55
C001,S00718,Grapes,Chennai,Mumbai,5.68,77.88,2.78,86,Closed,Unloading,13.084444,80.290595,2026-07-10 23:43:55
C052,S00910,Banana,Hyderabad,Kolkata,6.38,83.11,2.16,100,Closed,Unloading,17.421219,78.508915,2026-07-06 21:56:55
C091,S00391,Apple,Chennai,Delhi,6.8,77.05,1.15,92,Closed,Delivered,13.064982,80.268769,2026-07-07 23:07:55
C100,S00777,Pineapple,Pune,Chennai,7.33,91.91,2.11,97,Closed,In Transit,18.511898,73.827755,2026-07-06 06:55:55
C100,S00794,Mango,Mumbai,Kolkata,3.65,77.54,2.45,77,Closed,In Transit,19.050911,72.869965,2026-07-08 06:09:55
C074,S00807,Apple,Chennai,Ahmedabad,5.08,85.73,0.99,85,Open,Loading,13.103806,80.319312,2026-07-10 23:40:55
C091,S00673,Mango,Kolkata,Mumbai,6.06,93.98,1.11,97,Closed,In Transit,22.548369,88.405212,2026-07-05 06:56:55
C056,S00831,Grapes,Delhi,Mumbai,5.12,88.69,1.22,89,Open,Unloading,28.632158,77.24964,2026-07-10 19:36:55
C041,S00314,Apple,Bangalore,Kolkata,6.59,88.01,1.3,94,Open,In Transit,12.96795,77.596777,2026-07-08 11:56:55
C024,S00124,Pomegranate,Bangalore,Kolkata,5.2,75.41,2.57,100,Closed,Loading,12.983892,77.600219,2026-07-11 05:58:55
C008,S00393,Orange,Kolkata,Mumbai,6.86,85.25,3.43,70,Closed,Loading,22.553433,88.397683,2026-07-11 05:47:55
C046,S00485,Pomegranate,Ahmedabad,Hyderabad,3.01,82.89,4.36,90,Closed,Delivered,23.045018,72.605512,2026-07-08 17:59:55
C073,S00147,Grapes,Chennai,Delhi,6.82,91.14,0.96,99,Open,In Transit,13.044908,80.312184,2026-07-08 00:25:55
C008,S00268,Banana,Pune,Delhi,5.11,70.06,4.49,88,Closed,In Transit,18.486453,73.895918,2026-07-05 04:40:55
C084,S00761,Banana,Bangalore,Ahmedabad,7.48,83.74,4.08,76,Closed,In Transit,12.972608,77.617197,2026-07-06 18:43:55
C089,S00961,Strawberry,Kolkata,Ahmedabad,3.04,76.63,2.34,96,Closed,In Transit,22.614307,88.361925,2026-07-11 01:57:55
C047,S00525,Pomegranate,Bangalore,Ahmedabad,7.91,78.44,3.67,79,Closed,Delivered,13.017541,77.56051,2026-07-09 04:00:55
C020,S00625,Papaya,Kolkata,Bangalore,3.91,78.88,2.73,80,Closed,Unloading,22.560726,88.32793,2026-07-06 19:06:55
C048,S00111,Grapes,Pune,Chennai,3.85,70.99,0.64,83,Closed,In Transit,18.524655,73.841703,2026-07-08 05:26:55
